artist,poem name,text,syllables
Dylan Thomas,Do Not Go Gentle Into That Good Night,Though wise men at their end know dark is right,10
Dylan Thomas,Do Not Go Gentle Into That Good Night,Because their words had forked no lightning they,10
Dylan Thomas,Do Not Go Gentle Into That Good Night,"Good men, the last wave by, crying how bright",10
Dylan Thomas,Do Not Go Gentle Into That Good Night,Their frail deeds might have danced in a green bay,10
Dylan Thomas,Do Not Go Gentle Into That Good Night,Wild men who caught and sang the sun in flight,10
Dylan Thomas,Do Not Go Gentle Into That Good Night,"And learn, too late, they grieved it on its way",10
Dylan Thomas,Do Not Go Gentle Into That Good Night,"Grave men, near death, who see with blinding sight",10
Dylan Thomas,Do Not Go Gentle Into That Good Night,Blind eyes could blaze like meteors and be gay,11
Dylan Thomas,Do Not Go Gentle Into That Good Night,"And you, my father, there on that sad height",10
Dylan Thomas,Do Not Go Gentle Into That Good Night,"Curse, bless, me now with your fierce tears, I pray",10
Dylan Thomas,Do You Not Father Me,"Do you not father me, nor the erected arm",12
Dylan Thomas,Do You Not Father Me,For my tall tower's sake cast in her stone?,10
Dylan Thomas,Do You Not Father Me,"Do you not mother me, nor, as I am",10
Dylan Thomas,Do You Not Father Me,"The lovers' house, lie suffering my stain?",10
Dylan Thomas,Do You Not Father Me,"Do you not sister me, nor the erected crime",12
Dylan Thomas,Do You Not Father Me,For my tall turrets carry as your sin?,10
Dylan Thomas,Do You Not Father Me,"Do you not brother me, nor, as you climb",10
Dylan Thomas,Do You Not Father Me,Adore my windows for their summer scene?,10
Dylan Thomas,Do You Not Father Me,"Am I not father, too, and the ascending boy",12
Dylan Thomas,Do You Not Father Me,The boy of woman and the wanton starer,11
Dylan Thomas,Do You Not Father Me,Marking the flesh and summer in the bay?,10
Dylan Thomas,Do You Not Father Me,"Am I not sister, too, who is my saviour?",11
Dylan Thomas,Do You Not Father Me,Am I not all of you by the directed sea,12
Dylan Thomas,Do You Not Father Me,Where bird and shell are babbling in my tower?,11
Dylan Thomas,Do You Not Father Me,Am I not you who front the tidy shore,10
Dylan Thomas,Do You Not Father Me,"Nor roof of sand, nor yet the towering tiler?",12
Dylan Thomas,Do You Not Father Me,"You are all these, said she who gave me the long suck",12
Dylan Thomas,Do You Not Father Me,"All these, he said who sacked the children's town",10
Dylan Thomas,Do You Not Father Me,"Up rose the Abraham-man, mad for my sake",11
Dylan Thomas,Do You Not Father Me,"They said, who hacked and humoured, they were mine",10
Dylan Thomas,Do You Not Father Me,"I am, the tower told, felled by a timeless stroke",12
Dylan Thomas,Do You Not Father Me,Who razed my wooden folly stands aghast,10
Dylan Thomas,Do You Not Father Me,For man-begetters in the dry-as-paste,10
Dylan Thomas,Do You Not Father Me,"The ringed-sea ghost, rise grimly from the wrack",10
Dylan Thomas,Do You Not Father Me,Do you not father me on the destroying sand?,12
Dylan Thomas,Do You Not Father Me,"You are your sisters' sire, said seaweedy",10
Dylan Thomas,Do You Not Father Me,The salt sucked dam and darlings of the land,10
Dylan Thomas,Do You Not Father Me,Who play the proper gentleman and lady,11
Dylan Thomas,Do You Not Father Me,Shall I still be love's house on the widdershin earth,12
Dylan Thomas,Do You Not Father Me,Woe to the windy masons at my shelter?,11
Dylan Thomas,Do You Not Father Me,"Love's house, they answer, and the tower death",10
Dylan Thomas,Ears In The Turrets Hear,Ears in the turrets hear,6
Dylan Thomas,Ears In The Turrets Hear,Hands grumble on the door,6
Dylan Thomas,Ears In The Turrets Hear,Eyes in the gables see,6
Dylan Thomas,Ears In The Turrets Hear,The fingers at the locks,6
Dylan Thomas,Ears In The Turrets Hear,Shall I unbolt or stay,6
Dylan Thomas,Ears In The Turrets Hear,Alone till the day I die,7
Dylan Thomas,Ears In The Turrets Hear,Unseen by stranger-eyes,6
Dylan Thomas,Ears In The Turrets Hear,In this white house?,4
Dylan Thomas,Ears In The Turrets Hear,"Hands, hold you poison or grapes?",7
Dylan Thomas,Ears In The Turrets Hear,Beyond this island bound,6
Dylan Thomas,Ears In The Turrets Hear,By a thin sea of flesh,6
Dylan Thomas,Ears In The Turrets Hear,And a bone coast,4
Dylan Thomas,Ears In The Turrets Hear,The land lies out of sound,6
Dylan Thomas,Ears In The Turrets Hear,And the hills out of mind,6
Dylan Thomas,Ears In The Turrets Hear,No birds or flying fish,6
Dylan Thomas,Ears In The Turrets Hear,Disturbs this island’s rest,6
Dylan Thomas,Ears In The Turrets Hear,Ears in this island hear,6
Dylan Thomas,Ears In The Turrets Hear,The wind pass like a fire,6
Dylan Thomas,Ears In The Turrets Hear,Eyes in this island see,6
Dylan Thomas,Ears In The Turrets Hear,Ships anchor off the bay,6
Dylan Thomas,Ears In The Turrets Hear,Shall I run to the ships,6
Dylan Thomas,Ears In The Turrets Hear,With the wind in my hair,6
Dylan Thomas,Ears In The Turrets Hear,Or stay till the day I die,7
Dylan Thomas,Ears In The Turrets Hear,And welcome no sailor?,6
Dylan Thomas,Ears In The Turrets Hear,"Ships, hold you poison or grapes?",7
Dylan Thomas,Ears In The Turrets Hear,Rain beats the sand and slates,6
Dylan Thomas,Ears In The Turrets Hear,Shall I let in the stranger,7
Dylan Thomas,Ears In The Turrets Hear,Shall I welcome the sailor,7
Dylan Thomas,Ears In The Turrets Hear,Or stay till the day I die?,7
Dylan Thomas,Ears In The Turrets Hear,Hands of the stranger and holds of the ships,10
Dylan Thomas,Elegy,Too proud to die; broken and blind he died,10
Dylan Thomas,Elegy,"The darkest way, and did not turn away",10
Dylan Thomas,Elegy,A cold kind man brave in his narrow pride,10
Dylan Thomas,Elegy,"On that darkest day, Oh, forever may",10
Dylan Thomas,Elegy,"He lie lightly, at last, on the last, crossed",10
Dylan Thomas,Elegy,"Hill, under the grass, in love, and there grow",10
Dylan Thomas,Elegy,"Young among the long flocks, and never lie lost",11
Dylan Thomas,Elegy,"Or still all the numberless days of his death, though",12
Dylan Thomas,Elegy,Above all he longed for his mother's breast,10
Dylan Thomas,Elegy,"Which was rest and dust, and in the kind ground",10
Dylan Thomas,Elegy,"The darkest justice of death, blind and unblessed",11
Dylan Thomas,Elegy,Let him find no rest but be fathered and found,11
Dylan Thomas,Elegy,"I prayed in the crouching room, by his blind bed",11
Dylan Thomas,Elegy,"In the muted house, one minute before",10
Dylan Thomas,Elegy,"Noon, and night, and light. the rivers of the dead",11
Dylan Thomas,Elegy,"Veined his poor hand I held, and I saw",9
Dylan Thomas,Elegy,Through his unseeing eyes to the roots of the sea,12
Dylan Thomas,Elegy,An old tormented man three-quarters blind,10
Dylan Thomas,Elegy,I am not too proud to cry that He and he,11
Dylan Thomas,Elegy,Will never never go out of my mind,10
Dylan Thomas,Elegy,"All his bones crying, and poor in all but pain",11
Dylan Thomas,Elegy,"Being innocent, he dreaded that he died",11
Dylan Thomas,Elegy,"Hating his God, but what he was was plain",10
Dylan Thomas,Elegy,An old kind man brave in his burning pride,10
Dylan Thomas,Elegy,The sticks of the house were his; his books he owned,11
Dylan Thomas,Elegy,Even as a baby he had never cried;,11
Dylan Thomas,Elegy,"Nor did he now, save to his secret wound",10
Dylan Thomas,Elegy,Out of his eyes I saw the last light glide,10
Dylan Thomas,Elegy,Here among the liught of the lording sky,11
Dylan Thomas,Elegy,An old man is with me where I go,9
Dylan Thomas,Elegy,Walking in the meadows of his son's eye,10
Dylan Thomas,Elegy,On whom a world of ills came down like snow,10
Dylan Thomas,Elegy,"He cried as he died, fearing at last the spheres'",11
Dylan Thomas,Elegy,"Last sound, the world going out without a breath",11
Dylan Thomas,Elegy,"Too proud to cry, too frail to check the tears",10
Dylan Thomas,Elegy,"And caught between two nights, blindness and death",10
Dylan Thomas,Elegy,O deepest wound of all that he should die,10
Dylan Thomas,Elegy,"On that darkest day. oh, he could hide",9
Dylan Thomas,Elegy,"The tears out of his eyes, too proud to cry",10
Dylan Thomas,Especially When The October Wind,Especially when the October wind,10
Dylan Thomas,Especially When The October Wind,With frosty fingers punishes my hair,10
Dylan Thomas,Especially When The October Wind,Caught by the crabbing sun I walk on fire,10
Dylan Thomas,Especially When The October Wind,And cast a shadow crab upon the land,10
Dylan Thomas,Especially When The October Wind,"By the sea's side, hearing the noise of birds",10
Dylan Thomas,Especially When The October Wind,Hearing the raven cough in winter sticks,10
Dylan Thomas,Especially When The October Wind,My busy heart who shudders as she talks,10
Dylan Thomas,Especially When The October Wind,Sheds the syllabic blood and drains her words,10
Dylan Thomas,Especially When The October Wind,"Shut, too, in a tower of words, I mark",10
Dylan Thomas,Especially When The October Wind,On the horizon walking like the trees,10
Dylan Thomas,Especially When The October Wind,"The wordy shapes of women, and the rows",10
Dylan Thomas,Especially When The October Wind,Of the star-gestured children in the park,10
Dylan Thomas,Especially When The October Wind,Some let me make you of the vowelled beeches,11
Dylan Thomas,Especially When The October Wind,"Some of the oaken voices, from the roots",10
Dylan Thomas,Especially When The October Wind,Of many a thorny shire tell you notes,10
Dylan Thomas,Especially When The October Wind,Some let me make you of the water's speeches,11
Dylan Thomas,Especially When The October Wind,Behind a pot of ferns the wagging clock,10
Dylan Thomas,Especially When The October Wind,"Tells me the hour's word, the neural meaning",10
Dylan Thomas,Especially When The October Wind,"Flies on the shafted disk, declaims the morning",11
Dylan Thomas,Especially When The October Wind,And tells the windy weather in the cock,10
Dylan Thomas,Especially When The October Wind,Some let me make you of the meadow's signs;,10
Dylan Thomas,Especially When The October Wind,The signal grass that tells me all I know,10
Dylan Thomas,Especially When The October Wind,Breaks with the wormy winter through the eye,10
Dylan Thomas,Especially When The October Wind,Some let me tell you of the raven's sins,10
Dylan Thomas,Especially When The October Wind,Some let me make you of autumnal spells,10
Dylan Thomas,Especially When The October Wind,"The spider-tongued, and the loud hill of Wales",10
Dylan Thomas,Especially When The October Wind,With fists of turnips punishes the land,10
Dylan Thomas,Especially When The October Wind,Some let me make you of the heartless words,10
Dylan Thomas,Especially When The October Wind,"The heart is drained that, spelling in the scurry",11
Dylan Thomas,Especially When The October Wind,"Of chemic blood, warned of the coming fury",11
Dylan Thomas,Fern Hill,Now as I was young and easy under the apple boughs,14
Dylan Thomas,Fern Hill,About the lilting house and happy as the grass was green,14
Dylan Thomas,Fern Hill,The night above the dingle starry,9
Dylan Thomas,Fern Hill,Time let me hail and climb,6
Dylan Thomas,Fern Hill,Golden in the heydays of his eyes,9
Dylan Thomas,Fern Hill,And honoured among wagons I was prince of the apple towns,15
Dylan Thomas,Fern Hill,And once below a time I lordly had the trees and leaves,14
Dylan Thomas,Fern Hill,Trail with daisies and barley,7
Dylan Thomas,Fern Hill,Down the rivers of the windfall light,9
Dylan Thomas,Fern Hill,"And as I was green and carefree, famous among the barns",14
Dylan Thomas,Fern Hill,About the happy yard and singing as the farm was home,14
Dylan Thomas,Fern Hill,In the sun that is young once only,9
Dylan Thomas,Fern Hill,Time let me play and be,6
Dylan Thomas,Fern Hill,Golden in the mercy of his means,9
Dylan Thomas,Fern Hill,"And green and golden I was huntsman and herdsman, the calves",14
Dylan Thomas,Fern Hill,"Sang to my horn, the foxes on the hills barked clear and",13
Dylan Thomas,Fern Hill,cold,1
Dylan Thomas,Fern Hill,And the sabbath rang slowly,7
Dylan Thomas,Fern Hill,In the pebbles of the holy streams,9
Dylan Thomas,Fern Hill,"All the sun long it was running, it was lovely, the hay",14
Dylan Thomas,Fern Hill,"Fields high as the house, the tunes from the chimneys, it was",13
Dylan Thomas,Fern Hill,air,1
Dylan Thomas,Fern Hill,"And playing, lovely and watery",9
Dylan Thomas,Fern Hill,And fire green as grass,5
Dylan Thomas,Fern Hill,And nightly under the simple stars,9
Dylan Thomas,Fern Hill,As I rode to sleep the owls were bearing the farm away,14
Dylan Thomas,Fern Hill,"All the moon long I heard, blessed among stables, the",12
Dylan Thomas,Fern Hill,nightjars,2
Dylan Thomas,Fern Hill,"Flying with the ricks, and the horses",9
Dylan Thomas,Fern Hill,Flashing into the dark,6
Dylan Thomas,Fern Hill,"And then to awake, and the farm, like a wanderer white",14
Dylan Thomas,Fern Hill,"With the dew, come back, the cock on his shoulder: it was all",14
Dylan Thomas,Fern Hill,"Shining, it was Adam and maiden",9
Dylan Thomas,Fern Hill,The sky gathered again,6
Dylan Thomas,Fern Hill,And the sun grew round that very day,9
Dylan Thomas,Fern Hill,So it must have been after the birth of the simple light,14
Dylan Thomas,Fern Hill,"In the first, spinning place, the spellbound horses walking",13
Dylan Thomas,Fern Hill,warm,1
Dylan Thomas,Fern Hill,Out of the whinnying green stable,9
Dylan Thomas,Fern Hill,On to the fields of praise,6
Dylan Thomas,Fern Hill,And honoured among foxes and pheasants by the gay house,14
Dylan Thomas,Fern Hill,Under the new made clouds and happy as the heart was long,14
Dylan Thomas,Fern Hill,In the sun born over and over,9
Dylan Thomas,Fern Hill,I ran my heedless ways,6
Dylan Thomas,Fern Hill,My wishes raced through the house high hay,9
Dylan Thomas,Fern Hill,"And nothing I cared, at my sky blue trades, that time allows",14
Dylan Thomas,Fern Hill,In all his tuneful turning so few and such morning songs,14
Dylan Thomas,Fern Hill,Before the children green and golden,9
Dylan Thomas,Fern Hill,Follow him out of grace,6
Dylan Thomas,Fern Hill,"Nothing I cared, in the lamb white days, that time would",12
Dylan Thomas,Fern Hill,take me,2
Dylan Thomas,Fern Hill,Up to the swallow thronged loft by the shadow of my hand,14
Dylan Thomas,Fern Hill,In the moon that is always rising,9
Dylan Thomas,Fern Hill,Nor that riding to sleep,6
Dylan Thomas,Fern Hill,I should hear him fly with the high fields,9
Dylan Thomas,Fern Hill,And wake to the farm forever fled from the childless land,14
Dylan Thomas,Fern Hill,Oh as I was young and easy in the mercy of his means,15
Dylan Thomas,Fern Hill,Time held me green and dying,7
Dylan Thomas,Find Meat On Bones,'Find meat on bones that soon have none,8
Dylan Thomas,Find Meat On Bones,And drink in the two milked crags,7
Dylan Thomas,Find Meat On Bones,The merriest marrow and the dregs,9
Dylan Thomas,Find Meat On Bones,Before the ladies' breasts are hags,8
Dylan Thomas,Find Meat On Bones,And the limbs are torn,5
Dylan Thomas,Find Meat On Bones,"Disturb no winding-sheets, my son",8
Dylan Thomas,Find Meat On Bones,But when the ladies are cold as stone,9
Dylan Thomas,Find Meat On Bones,Then hang a ram rose over the rags,9
Dylan Thomas,Find Meat On Bones,'Rebel against the binding moon,8
Dylan Thomas,Find Meat On Bones,And the parliament of sky,7
Dylan Thomas,Find Meat On Bones,The kingcrafts of the wicked sea,8
Dylan Thomas,Find Meat On Bones,Autocracy of night and day,8
Dylan Thomas,Find Meat On Bones,Dictatorship of sun,6
Dylan Thomas,Find Meat On Bones,Rebel against the flesh and bone,8
Dylan Thomas,Find Meat On Bones,"The word of the blood, the wily skin",9
Dylan Thomas,Find Meat On Bones,And the maggot no man can slay.',9
Dylan Thomas,Find Meat On Bones,"'The thirst is quenched, the hunger gone",8
Dylan Thomas,Find Meat On Bones,And my heart is cracked across;,7
Dylan Thomas,Find Meat On Bones,My face is haggard in the glass,8
Dylan Thomas,Find Meat On Bones,My lips are withered with a kiss,8
Dylan Thomas,Find Meat On Bones,My breasts are thin,4
Dylan Thomas,Find Meat On Bones,A merry girl took me for man,8
Dylan Thomas,Find Meat On Bones,I laid her down and told her sin,8
Dylan Thomas,Find Meat On Bones,And put beside her a ram rose,8
Dylan Thomas,Find Meat On Bones,'The maggot that no man can kill,8
